name
demo1|AGE
demo2|Y
demo2|N
demo2|R
demo2|NI
demo2|UN
demo2|OT
demo3|01
demo3|02
demo3|03
demo3|04
demo3|05
demo3|06
demo3|07
demo3|NI
demo3|UN
demo3|OT
demo4|A
demo4|F
demo4|M
demo4|NI
demo4|UN
demo4|OT
vital1|HT
vital2|WT
vital3|BMI
vital4|01
vital4|02
vital4|03
vital4|04
vital4|05
vital4|06
vital4|07
vital4|08
vital4|NI
vital4|UN
vital4|OT
vital5|01
vital5|02
vital5|03
vital5|04
vital5|06
vital5|NI
vital5|UN
vital5|OT
vital6|01
vital6|02
vital6|03
vital6|04
vital6|05
vital6|NI
vital6|UN
vital6|OT
vital7|BP_SYSTOLIC
vital8|BP_DIASTOLIC
lab631|LAB_RESULT_CM|4575-7
lab632|LAB_RESULT_CM|4576-5
lab633|LAB_RESULT_CM|4625-0
lab634|LAB_RESULT_CM|4665-6
lab635|LAB_RESULT_CM|47109-4
lab636|LAB_RESULT_CM|47938-6
lab637|LAB_RESULT_CM|47982-4
lab638|LAB_RESULT_CM|48054-1
lab639|LAB_RESULT_CM|48066-5
lab640|LAB_RESULT_CM|48343-8
lab641|LAB_RESULT_CM|48404-8
lab642|LAB_RESULT_CM|48408-9
lab643|LAB_RESULT_CM|48494-9
lab644|LAB_RESULT_CM|48671-2
lab645|LAB_RESULT_CM|49049-0
lab646|LAB_RESULT_CM|49060-7
lab647|LAB_RESULT_CM|49061-5
lab648|LAB_RESULT_CM|49700-8
lab649|LAB_RESULT_CM|50224-5
lab650|LAB_RESULT_CM|50230-2
lab651|LAB_RESULT_CM|50231-0
lab652|LAB_RESULT_CM|50234-4
lab653|LAB_RESULT_CM|50410-0
lab654|LAB_RESULT_CM|50542-0
lab655|LAB_RESULT_CM|50551-1
lab656|LAB_RESULT_CM|50555-2
lab657|LAB_RESULT_CM|50558-6
lab658|LAB_RESULT_CM|50560-2
lab659|LAB_RESULT_CM|50837-4
lab660|LAB_RESULT_CM|5133-4
lab661|LAB_RESULT_CM|51485-1
lab662|LAB_RESULT_CM|51486-9
lab663|LAB_RESULT_CM|51487-7
lab664|LAB_RESULT_CM|51868-8
lab665|LAB_RESULT_CM|52123-7
lab666|LAB_RESULT_CM|5247-2
lab667|LAB_RESULT_CM|5255-5
lab668|LAB_RESULT_CM|5256-3
lab669|LAB_RESULT_CM|53116-0
lab670|LAB_RESULT_CM|53126-9
lab671|LAB_RESULT_CM|53278-8
lab672|LAB_RESULT_CM|53279-6
lab673|LAB_RESULT_CM|53321-6
lab674|LAB_RESULT_CM|53326-5
lab675|LAB_RESULT_CM|53329-9
lab676|LAB_RESULT_CM|53567-4
lab677|LAB_RESULT_CM|53568-2
lab678|LAB_RESULT_CM|5370-2
lab679|LAB_RESULT_CM|53731-6
lab680|LAB_RESULT_CM|53828-0
lab681|LAB_RESULT_CM|53833-0
lab682|LAB_RESULT_CM|5385-0
lab683|LAB_RESULT_CM|54218-3
lab684|LAB_RESULT_CM|55135-8
lab685|LAB_RESULT_CM|5574-9
lab686|LAB_RESULT_CM|5586-3
lab687|LAB_RESULT_CM|55922-9
lab688|LAB_RESULT_CM|56013-6
lab689|LAB_RESULT_CM|56015-1
lab690|LAB_RESULT_CM|56021-9
lab691|LAB_RESULT_CM|5609-3
lab692|LAB_RESULT_CM|5611-9
lab693|LAB_RESULT_CM|5631-7
lab694|LAB_RESULT_CM|5632-5
lab695|LAB_RESULT_CM|5633-3
lab696|LAB_RESULT_CM|5643-2
lab697|LAB_RESULT_CM|5671-3
lab698|LAB_RESULT_CM|5683-8
lab699|LAB_RESULT_CM|5685-3
lab700|LAB_RESULT_CM|56940-0
lab701|LAB_RESULT_CM|5724-0
lab702|LAB_RESULT_CM|5763-8
lab703|LAB_RESULT_CM|5764-6
lab704|LAB_RESULT_CM|57734-6
lab705|LAB_RESULT_CM|57735-3
lab706|LAB_RESULT_CM|57741-1
lab707|LAB_RESULT_CM|57751-0
lab708|LAB_RESULT_CM|5794-3
lab709|LAB_RESULT_CM|5810-7
lab710|LAB_RESULT_CM|5811-5
lab711|LAB_RESULT_CM|58409-4
lab712|LAB_RESULT_CM|58642-0
lab713|LAB_RESULT_CM|58709-7
lab714|LAB_RESULT_CM|58710-5
lab715|LAB_RESULT_CM|5902-2
lab716|LAB_RESULT_CM|5905-5
lab717|LAB_RESULT_CM|5959-2
lab718|LAB_RESULT_CM|5986-5
lab719|LAB_RESULT_CM|5987-3
lab720|LAB_RESULT_CM|5992-3
lab721|LAB_RESULT_CM|5995-6
lab722|LAB_RESULT_CM|5996-4
lab723|LAB_RESULT_CM|60024-7
lab724|LAB_RESULT_CM|60026-2
lab725|LAB_RESULT_CM|6012-9
lab726|LAB_RESULT_CM|6014-5
lab727|LAB_RESULT_CM|6021-0
lab728|LAB_RESULT_CM|6025-1
lab729|LAB_RESULT_CM|6039-2
lab730|LAB_RESULT_CM|60463-7
lab731|LAB_RESULT_CM|6062-4
lab732|LAB_RESULT_CM|61151-7
lab733|LAB_RESULT_CM|6155-6
lab734|LAB_RESULT_CM|6210-9
lab735|LAB_RESULT_CM|6219-0
lab736|LAB_RESULT_CM|62487-4
lab737|LAB_RESULT_CM|6257-0
lab738|LAB_RESULT_CM|6298-4
lab739|LAB_RESULT_CM|6299-2
lab740|LAB_RESULT_CM|6301-6
lab741|LAB_RESULT_CM|66483-9
lab742|LAB_RESULT_CM|66748-5
lab743|LAB_RESULT_CM|6683-7
lab744|LAB_RESULT_CM|6687-8
lab745|LAB_RESULT_CM|6694-4
lab746|LAB_RESULT_CM|6712-4
lab747|LAB_RESULT_CM|6768-6
lab748|LAB_RESULT_CM|6771-0
lab749|LAB_RESULT_CM|6774-4
lab750|LAB_RESULT_CM|6829-6
lab751|LAB_RESULT_CM|68324-3
lab752|LAB_RESULT_CM|68453-0
lab753|LAB_RESULT_CM|6851-0
lab754|LAB_RESULT_CM|6873-4
lab755|LAB_RESULT_CM|6874-2
lab756|LAB_RESULT_CM|6875-9
lab757|LAB_RESULT_CM|69014-9
lab758|LAB_RESULT_CM|69015-6
lab759|LAB_RESULT_CM|69016-4
lab760|LAB_RESULT_CM|69019-8
lab761|LAB_RESULT_CM|69020-6
lab762|LAB_RESULT_CM|69029-7
lab763|LAB_RESULT_CM|69037-0
lab764|LAB_RESULT_CM|69038-8
lab765|LAB_RESULT_CM|6948-4
lab766|LAB_RESULT_CM|70241-5
lab767|LAB_RESULT_CM|704-7
lab768|LAB_RESULT_CM|706-2
lab769|LAB_RESULT_CM|711-2
lab770|LAB_RESULT_CM|713-8
lab771|LAB_RESULT_CM|71693-6
lab772|LAB_RESULT_CM|718-7
lab773|LAB_RESULT_CM|721-1
lab774|LAB_RESULT_CM|731-0
lab775|LAB_RESULT_CM|736-9
lab776|LAB_RESULT_CM|73817-9
lab777|LAB_RESULT_CM|73818-7
lab778|LAB_RESULT_CM|742-7
lab779|LAB_RESULT_CM|751-8
lab780|LAB_RESULT_CM|770-8
lab781|LAB_RESULT_CM|771-6
lab782|LAB_RESULT_CM|777-3
lab783|LAB_RESULT_CM|785-6
lab784|LAB_RESULT_CM|786-4
lab785|LAB_RESULT_CM|787-2
lab786|LAB_RESULT_CM|788-0
lab787|LAB_RESULT_CM|7883-2
lab788|LAB_RESULT_CM|789-8
lab789|LAB_RESULT_CM|798-9
lab790|LAB_RESULT_CM|7983-0
lab791|LAB_RESULT_CM|7984-8
lab792|LAB_RESULT_CM|8061-4
lab793|LAB_RESULT_CM|8065-5
lab794|LAB_RESULT_CM|8067-1
lab795|LAB_RESULT_CM|8071-3
lab796|LAB_RESULT_CM|8093-7
lab797|LAB_RESULT_CM|8094-5
lab798|LAB_RESULT_CM|8095-2
lab799|LAB_RESULT_CM|8098-6
lab800|LAB_RESULT_CM|8099-4
lab801|LAB_RESULT_CM|8101-8
lab802|LAB_RESULT_CM|8116-6
lab803|LAB_RESULT_CM|8117-4
lab804|LAB_RESULT_CM|8123-2
lab805|LAB_RESULT_CM|8198-4
lab806|LAB_RESULT_CM|9415-1
lab807|LAB_RESULT_CM|9447-4
lab808|LAB_RESULT_CM|9451-6
lab809|LAB_RESULT_CM|9622-2
lab810|LAB_RESULT_CM|9627-1
lab811|LAB_RESULT_CM|9738-6
lab812|LAB_RESULT_CM|9804-6
lab813|LAB_RESULT_CM|9811-1
lab814|LAB_RESULT_CM|9812-9
lab815|LAB_RESULT_CM|9813-7
lab816|LAB_RESULT_CM|9835-0
ccs1|DIAGNOSIS|1
ccs10|DIAGNOSIS|10
ccs100|DIAGNOSIS|100
ccs101|DIAGNOSIS|101
ccs102|DIAGNOSIS|102
ccs103|DIAGNOSIS|103
ccs104|DIAGNOSIS|104
ccs105|DIAGNOSIS|105
ccs106|DIAGNOSIS|106
ccs107|DIAGNOSIS|107
ccs108|DIAGNOSIS|108
ccs109|DIAGNOSIS|109
ccs11|DIAGNOSIS|11
ccs110|DIAGNOSIS|110
ccs111|DIAGNOSIS|111
ccs112|DIAGNOSIS|112
ccs113|DIAGNOSIS|113
ccs114|DIAGNOSIS|114
ccs115|DIAGNOSIS|115
ccs116|DIAGNOSIS|116
ccs117|DIAGNOSIS|117
ccs118|DIAGNOSIS|118
ccs119|DIAGNOSIS|119
ccs12|DIAGNOSIS|12
ccs120|DIAGNOSIS|120
ccs121|DIAGNOSIS|121
ccs122|DIAGNOSIS|122
ccs123|DIAGNOSIS|123
ccs124|DIAGNOSIS|124
ccs125|DIAGNOSIS|125
ccs126|DIAGNOSIS|126
ccs127|DIAGNOSIS|127
ccs128|DIAGNOSIS|128
ccs129|DIAGNOSIS|129
ccs13|DIAGNOSIS|13
ccs130|DIAGNOSIS|130
ccs131|DIAGNOSIS|131
ccs132|DIAGNOSIS|132
ccs133|DIAGNOSIS|133
ccs134|DIAGNOSIS|134
ccs135|DIAGNOSIS|135
ccs136|DIAGNOSIS|136
ccs137|DIAGNOSIS|137
ccs138|DIAGNOSIS|138
ccs139|DIAGNOSIS|139
ccs14|DIAGNOSIS|14
ccs140|DIAGNOSIS|140
ccs141|DIAGNOSIS|141
ccs142|DIAGNOSIS|142
ccs143|DIAGNOSIS|143
ccs144|DIAGNOSIS|144
ccs145|DIAGNOSIS|145
ccs146|DIAGNOSIS|146
ccs147|DIAGNOSIS|147
ccs148|DIAGNOSIS|148
ccs149|DIAGNOSIS|149
ccs15|DIAGNOSIS|15
ccs151|DIAGNOSIS|151
ccs152|DIAGNOSIS|152
ccs153|DIAGNOSIS|153
ccs154|DIAGNOSIS|154
ccs155|DIAGNOSIS|155
ccs156|DIAGNOSIS|156
ccs157|DIAGNOSIS|157
ccs158|DIAGNOSIS|158
ccs159|DIAGNOSIS|159
ccs16|DIAGNOSIS|16
ccs160|DIAGNOSIS|160
ccs161|DIAGNOSIS|161
ccs162|DIAGNOSIS|162
ccs163|DIAGNOSIS|163
ccs164|DIAGNOSIS|164
ccs165|DIAGNOSIS|165
ccs166|DIAGNOSIS|166
ccs167|DIAGNOSIS|167
ccs168|DIAGNOSIS|168
ccs169|DIAGNOSIS|169
ccs17|DIAGNOSIS|17
ccs170|DIAGNOSIS|170
ccs171|DIAGNOSIS|171
ccs172|DIAGNOSIS|172
ccs173|DIAGNOSIS|173
ccs174|DIAGNOSIS|174
ccs175|DIAGNOSIS|175
ccs176|DIAGNOSIS|176
ccs177|DIAGNOSIS|177
ccs178|DIAGNOSIS|178
ccs179|DIAGNOSIS|179
ccs18|DIAGNOSIS|18
ccs180|DIAGNOSIS|180
ccs181|DIAGNOSIS|181
ccs182|DIAGNOSIS|182
ccs183|DIAGNOSIS|183
ccs184|DIAGNOSIS|184
ccs185|DIAGNOSIS|185
ccs186|DIAGNOSIS|186
ccs187|DIAGNOSIS|187
ccs188|DIAGNOSIS|188
ccs189|DIAGNOSIS|189
ccs19|DIAGNOSIS|19
ccs190|DIAGNOSIS|190
ccs191|DIAGNOSIS|191
ccs192|DIAGNOSIS|192
ccs193|DIAGNOSIS|193
ccs194|DIAGNOSIS|194
ccs195|DIAGNOSIS|195
ccs196|DIAGNOSIS|196
ccs197|DIAGNOSIS|197
ccs198|DIAGNOSIS|198
ccs199|DIAGNOSIS|199
ccs2|DIAGNOSIS|2
ccs20|DIAGNOSIS|20
ccs200|DIAGNOSIS|200
ccs201|DIAGNOSIS|201
ccs202|DIAGNOSIS|202
ccs203|DIAGNOSIS|203
ccs204|DIAGNOSIS|204
ccs205|DIAGNOSIS|205
ccs206|DIAGNOSIS|206
ccs207|DIAGNOSIS|207
ccs208|DIAGNOSIS|208
ccs209|DIAGNOSIS|209
ccs21|DIAGNOSIS|21
ccs210|DIAGNOSIS|210
ccs211|DIAGNOSIS|211
ccs212|DIAGNOSIS|212
ccs213|DIAGNOSIS|213
ccs214|DIAGNOSIS|214
ccs215|DIAGNOSIS|215
ccs216|DIAGNOSIS|216
ccs217|DIAGNOSIS|217
ccs218|DIAGNOSIS|218
ccs219|DIAGNOSIS|219
ccs22|DIAGNOSIS|22
ccs220|DIAGNOSIS|220
ccs222|DIAGNOSIS|222
ccs223|DIAGNOSIS|223
ccs224|DIAGNOSIS|224
ccs225|DIAGNOSIS|225
ccs226|DIAGNOSIS|226
ccs227|DIAGNOSIS|227
ccs228|DIAGNOSIS|228
ccs229|DIAGNOSIS|229
ccs23|DIAGNOSIS|23
ccs230|DIAGNOSIS|230
ccs231|DIAGNOSIS|231
ccs232|DIAGNOSIS|232
ccs233|DIAGNOSIS|233
ccs234|DIAGNOSIS|234
ccs235|DIAGNOSIS|235
ccs236|DIAGNOSIS|236
ccs237|DIAGNOSIS|237
ccs238|DIAGNOSIS|238
ccs239|DIAGNOSIS|239
ccs24|DIAGNOSIS|24
ccs240|DIAGNOSIS|240
ccs241|DIAGNOSIS|241
ccs242|DIAGNOSIS|242
ccs243|DIAGNOSIS|243
ccs244|DIAGNOSIS|244
ccs245|DIAGNOSIS|245
ccs246|DIAGNOSIS|246
ccs247|DIAGNOSIS|247
ccs248|DIAGNOSIS|248
ccs249|DIAGNOSIS|249
ccs25|DIAGNOSIS|25
ccs250|DIAGNOSIS|250
ccs251|DIAGNOSIS|251
ccs252|DIAGNOSIS|252
ccs253|DIAGNOSIS|253
ccs254|DIAGNOSIS|254
ccs255|DIAGNOSIS|255
ccs256|DIAGNOSIS|256
ccs257|DIAGNOSIS|257
ccs258|DIAGNOSIS|258
ccs259|DIAGNOSIS|259
ccs26|DIAGNOSIS|26
ccs2601|DIAGNOSIS|2601
ccs2602|DIAGNOSIS|2602
ccs2603|DIAGNOSIS|2603
ccs2604|DIAGNOSIS|2604
ccs2605|DIAGNOSIS|2605
ccs2606|DIAGNOSIS|2606
ccs2607|DIAGNOSIS|2607
ccs2608|DIAGNOSIS|2608
ccs2609|DIAGNOSIS|2609
ccs2610|DIAGNOSIS|2610
ccs2611|DIAGNOSIS|2611
ccs2612|DIAGNOSIS|2612
ccs2613|DIAGNOSIS|2613
ccs2614|DIAGNOSIS|2614
ccs2616|DIAGNOSIS|2616
ccs2617|DIAGNOSIS|2617
ccs2618|DIAGNOSIS|2618
ccs2619|DIAGNOSIS|2619
ccs2620|DIAGNOSIS|2620
ccs2621|DIAGNOSIS|2621
ccs27|DIAGNOSIS|27
ccs28|DIAGNOSIS|28
ccs29|DIAGNOSIS|29
ccs3|DIAGNOSIS|3
ccs30|DIAGNOSIS|30
ccs31|DIAGNOSIS|31
ccs32|DIAGNOSIS|32
ccs33|DIAGNOSIS|33
ccs34|DIAGNOSIS|34
ccs35|DIAGNOSIS|35
ccs36|DIAGNOSIS|36
ccs37|DIAGNOSIS|37
ccs38|DIAGNOSIS|38
ccs39|DIAGNOSIS|39
ccs4|DIAGNOSIS|4
ccs40|DIAGNOSIS|40
ccs41|DIAGNOSIS|41
ccs42|DIAGNOSIS|42
ccs43|DIAGNOSIS|43
ccs44|DIAGNOSIS|44
ccs45|DIAGNOSIS|45
ccs46|DIAGNOSIS|46
ccs47|DIAGNOSIS|47
ccs48|DIAGNOSIS|48
ccs49|DIAGNOSIS|49
ccs5|DIAGNOSIS|5
ccs50|DIAGNOSIS|50
ccs51|DIAGNOSIS|51
ccs52|DIAGNOSIS|52
ccs53|DIAGNOSIS|53
ccs54|DIAGNOSIS|54
ccs55|DIAGNOSIS|55
ccs56|DIAGNOSIS|56
ccs57|DIAGNOSIS|57
ccs58|DIAGNOSIS|58
ccs59|DIAGNOSIS|59
ccs6|DIAGNOSIS|6
ccs60|DIAGNOSIS|60
ccs61|DIAGNOSIS|61
ccs62|DIAGNOSIS|62
ccs63|DIAGNOSIS|63
ccs64|DIAGNOSIS|64
ccs650|DIAGNOSIS|650
ccs651|DIAGNOSIS|651
ccs652|DIAGNOSIS|652
ccs653|DIAGNOSIS|653
ccs654|DIAGNOSIS|654
ccs655|DIAGNOSIS|655
ccs656|DIAGNOSIS|656
ccs657|DIAGNOSIS|657
ccs658|DIAGNOSIS|658
ccs659|DIAGNOSIS|659
ccs660|DIAGNOSIS|660
ccs661|DIAGNOSIS|661
ccs662|DIAGNOSIS|662
ccs663|DIAGNOSIS|663
ccs670|DIAGNOSIS|670
ccs7|DIAGNOSIS|7
ccs76|DIAGNOSIS|76
ccs77|DIAGNOSIS|77
ccs78|DIAGNOSIS|78
ccs79|DIAGNOSIS|79
ccs8|DIAGNOSIS|8
ccs81|DIAGNOSIS|81
ccs82|DIAGNOSIS|82
ccs83|DIAGNOSIS|83
ccs84|DIAGNOSIS|84
ccs85|DIAGNOSIS|85
ccs86|DIAGNOSIS|86
ccs87|DIAGNOSIS|87
ccs88|DIAGNOSIS|88
ccs89|DIAGNOSIS|89
ccs9|DIAGNOSIS|9
ccs90|DIAGNOSIS|90
ccs91|DIAGNOSIS|91
ccs92|DIAGNOSIS|92
ccs93|DIAGNOSIS|93
ccs94|DIAGNOSIS|94
ccs95|DIAGNOSIS|95
ccs96|DIAGNOSIS|96
ccs97|DIAGNOSIS|97
ccs98|DIAGNOSIS|98
ccs99|DIAGNOSIS|99
px1|PROCEDURE|ICD9:00.10
px2|PROCEDURE|ICD9:00.11
px3|PROCEDURE|ICD9:00.12
px4|PROCEDURE|ICD9:00.15
px5|PROCEDURE|ICD9:00.24
px6|PROCEDURE|ICD9:00.25
px7|PROCEDURE|ICD9:00.28
px8|PROCEDURE|ICD9:00.31
px9|PROCEDURE|ICD9:00.32
px10|PROCEDURE|ICD9:00.33
px11|PROCEDURE|ICD9:00.39
px12|PROCEDURE|ICD9:00.40
px13|PROCEDURE|ICD9:00.41
px14|PROCEDURE|ICD9:00.42
px15|PROCEDURE|ICD9:00.43
px16|PROCEDURE|ICD9:00.45
px17|PROCEDURE|ICD9:00.46
px18|PROCEDURE|ICD9:00.47
px19|PROCEDURE|ICD9:00.48
px20|PROCEDURE|ICD9:00.50
px21|PROCEDURE|ICD9:00.51
px22|PROCEDURE|ICD9:00.52
px23|PROCEDURE|ICD9:00.53
px24|PROCEDURE|ICD9:00.54
px25|PROCEDURE|ICD9:00.55
px26|PROCEDURE|ICD9:00.61
px27|PROCEDURE|ICD9:00.62
px28|PROCEDURE|ICD9:00.63
px29|PROCEDURE|ICD9:00.64
px30|PROCEDURE|ICD9:00.65
px31|PROCEDURE|ICD9:00.66
px32|PROCEDURE|ICD9:00.70
px33|PROCEDURE|ICD9:00.71
px34|PROCEDURE|ICD9:00.74
px35|PROCEDURE|ICD9:00.75
px36|PROCEDURE|ICD9:00.80
px37|PROCEDURE|ICD9:00.91
px38|PROCEDURE|ICD9:00.92
px39|PROCEDURE|ICD9:00.93
px40|PROCEDURE|ICD9:01.02
px41|PROCEDURE|ICD9:01.09
px42|PROCEDURE|ICD9:01.11
px43|PROCEDURE|ICD9:01.12
px44|PROCEDURE|ICD9:01.13
px45|PROCEDURE|ICD9:01.14
px46|PROCEDURE|ICD9:01.15
px47|PROCEDURE|ICD9:01.18
px48|PROCEDURE|ICD9:01.22
px49|PROCEDURE|ICD9:01.23
px50|PROCEDURE|ICD9:01.24
px51|PROCEDURE|ICD9:01.25
px52|PROCEDURE|ICD9:01.31
px53|PROCEDURE|ICD9:01.39
px54|PROCEDURE|ICD9:01.51
px55|PROCEDURE|ICD9:01.52
px56|PROCEDURE|ICD9:01.53
px57|PROCEDURE|ICD9:01.59
px58|PROCEDURE|ICD9:01.6
px59|PROCEDURE|ICD9:02.02
px60|PROCEDURE|ICD9:02.03
px61|PROCEDURE|ICD9:02.04
px62|PROCEDURE|ICD9:02.05
px63|PROCEDURE|ICD9:02.06
px64|PROCEDURE|ICD9:02.07
px65|PROCEDURE|ICD9:02.11
px66|PROCEDURE|ICD9:02.12
px67|PROCEDURE|ICD9:02.2
px68|PROCEDURE|ICD9:02.31
px69|PROCEDURE|ICD9:02.33
px70|PROCEDURE|ICD9:02.34
px71|PROCEDURE|ICD9:02.39
px72|PROCEDURE|ICD9:02.41
px73|PROCEDURE|ICD9:02.42
px74|PROCEDURE|ICD9:02.43
px75|PROCEDURE|ICD9:02.91
px76|PROCEDURE|ICD9:02.92
px77|PROCEDURE|ICD9:02.93
px78|PROCEDURE|ICD9:02.94
px79|PROCEDURE|ICD9:02.95
px80|PROCEDURE|ICD9:02.99
px81|PROCEDURE|ICD9:03.01
px82|PROCEDURE|ICD9:03.02
px83|PROCEDURE|ICD9:03.09
px84|PROCEDURE|ICD9:03.31
px85|PROCEDURE|ICD9:03.32
px86|PROCEDURE|ICD9:03.4
px87|PROCEDURE|ICD9:03.51
px88|PROCEDURE|ICD9:03.53
px89|PROCEDURE|ICD9:03.59
px90|PROCEDURE|ICD9:03.6
px91|PROCEDURE|ICD9:03.71
px92|PROCEDURE|ICD9:03.79
px93|PROCEDURE|ICD9:03.8
px94|PROCEDURE|ICD9:03.90
px95|PROCEDURE|ICD9:03.91
px96|PROCEDURE|ICD9:03.92
px97|PROCEDURE|ICD9:03.94
px98|PROCEDURE|ICD9:03.95
px99|PROCEDURE|ICD9:03.97
px100|PROCEDURE|ICD9:03.98
px101|PROCEDURE|ICD9:03.99
px102|PROCEDURE|ICD9:04.01
px103|PROCEDURE|ICD9:04.02
px104|PROCEDURE|ICD9:04.03
px105|PROCEDURE|ICD9:04.04
px106|PROCEDURE|ICD9:04.06
px107|PROCEDURE|ICD9:04.07
px108|PROCEDURE|ICD9:04.11
px109|PROCEDURE|ICD9:04.12
px110|PROCEDURE|ICD9:04.2
px111|PROCEDURE|ICD9:04.3
px112|PROCEDURE|ICD9:04.41
px113|PROCEDURE|ICD9:04.42
px114|PROCEDURE|ICD9:04.43
px115|PROCEDURE|ICD9:04.44
px116|PROCEDURE|ICD9:04.49
px117|PROCEDURE|ICD9:04.5
px118|PROCEDURE|ICD9:04.6
px119|PROCEDURE|ICD9:04.71
px120|PROCEDURE|ICD9:04.72
px121|PROCEDURE|ICD9:04.74
px122|PROCEDURE|ICD9:04.79
px123|PROCEDURE|ICD9:04.81
px124|PROCEDURE|ICD9:04.89
px125|PROCEDURE|ICD9:04.92
px126|PROCEDURE|ICD9:04.93
px127|PROCEDURE|ICD9:05.29
px128|PROCEDURE|ICD9:05.31
px129|PROCEDURE|ICD9:05.32
px130|PROCEDURE|ICD9:05.39
px131|PROCEDURE|ICD9:06.01
px132|PROCEDURE|ICD9:06.02
px133|PROCEDURE|ICD9:06.09
px134|PROCEDURE|ICD9:06.11
px135|PROCEDURE|ICD9:06.12
px136|PROCEDURE|ICD9:06.13
px137|PROCEDURE|ICD9:06.2
px138|PROCEDURE|ICD9:06.31
px139|PROCEDURE|ICD9:06.39
px140|PROCEDURE|ICD9:06.4
px141|PROCEDURE|ICD9:06.50
px142|PROCEDURE|ICD9:06.51
px143|PROCEDURE|ICD9:06.52
px144|PROCEDURE|ICD9:06.81
px145|PROCEDURE|ICD9:06.89
px146|PROCEDURE|ICD9:06.91
px147|PROCEDURE|ICD9:06.92
px148|PROCEDURE|ICD9:06.95
px149|PROCEDURE|ICD9:07.11
px150|PROCEDURE|ICD9:07.14
px151|PROCEDURE|ICD9:07.21
px152|PROCEDURE|ICD9:07.22
px153|PROCEDURE|ICD9:07.29
px154|PROCEDURE|ICD9:07.3
px155|PROCEDURE|ICD9:07.49
px156|PROCEDURE|ICD9:07.53
px157|PROCEDURE|ICD9:07.54
px158|PROCEDURE|ICD9:07.61
px159|PROCEDURE|ICD9:07.62
px160|PROCEDURE|ICD9:07.63
px161|PROCEDURE|ICD9:07.65
px162|PROCEDURE|ICD9:07.72
px163|PROCEDURE|ICD9:07.79
px164|PROCEDURE|ICD9:07.80
px165|PROCEDURE|ICD9:07.81
px166|PROCEDURE|ICD9:07.82
px167|PROCEDURE|ICD9:08.09
px168|PROCEDURE|ICD9:08.11
px169|PROCEDURE|ICD9:08.20
px170|PROCEDURE|ICD9:08.24
px171|PROCEDURE|ICD9:08.32
px172|PROCEDURE|ICD9:08.36
px173|PROCEDURE|ICD9:08.38
px174|PROCEDURE|ICD9:08.44
px175|PROCEDURE|ICD9:08.49
px176|PROCEDURE|ICD9:08.51
px177|PROCEDURE|ICD9:08.52
px178|PROCEDURE|ICD9:08.59
px179|PROCEDURE|ICD9:08.61
px180|PROCEDURE|ICD9:08.69
px181|PROCEDURE|ICD9:08.71
px182|PROCEDURE|ICD9:08.72
px183|PROCEDURE|ICD9:08.73
px184|PROCEDURE|ICD9:08.74
px185|PROCEDURE|ICD9:08.81
px186|PROCEDURE|ICD9:08.82
px187|PROCEDURE|ICD9:08.83
px188|PROCEDURE|ICD9:08.84
px189|PROCEDURE|ICD9:08.85
px190|PROCEDURE|ICD9:08.89
px191|PROCEDURE|ICD9:08.93
px192|PROCEDURE|ICD9:08.99
px193|PROCEDURE|ICD9:09.42
px194|PROCEDURE|ICD9:09.43
px195|PROCEDURE|ICD9:09.44
px196|PROCEDURE|ICD9:09.53
px197|PROCEDURE|ICD9:09.59
px198|PROCEDURE|ICD9:09.73
px199|PROCEDURE|ICD9:09.81
px200|PROCEDURE|ICD9:10.1
px201|PROCEDURE|ICD9:10.41
px202|PROCEDURE|ICD9:10.49
px203|PROCEDURE|ICD9:10.5
px204|PROCEDURE|ICD9:10.6
px205|PROCEDURE|ICD9:10.91
px206|PROCEDURE|ICD9:10.99
px207|PROCEDURE|ICD9:11.39
px208|PROCEDURE|ICD9:11.51
px209|PROCEDURE|ICD9:11.59
px210|PROCEDURE|ICD9:11.62
px211|PROCEDURE|ICD9:11.63
px212|PROCEDURE|ICD9:11.64
px213|PROCEDURE|ICD9:11.69
px214|PROCEDURE|ICD9:12.02
px215|PROCEDURE|ICD9:12.12
px216|PROCEDURE|ICD9:12.21
px217|PROCEDURE|ICD9:12.41
px218|PROCEDURE|ICD9:12.64
px219|PROCEDURE|ICD9:12.73
px220|PROCEDURE|ICD9:12.81
px221|PROCEDURE|ICD9:12.89
px222|PROCEDURE|ICD9:12.91
px223|PROCEDURE|ICD9:12.99
px224|PROCEDURE|ICD9:13.19
px225|PROCEDURE|ICD9:13.59
px226|PROCEDURE|ICD9:14.11
px227|PROCEDURE|ICD9:14.24
px228|PROCEDURE|ICD9:14.49
px229|PROCEDURE|ICD9:14.52
px230|PROCEDURE|ICD9:14.71
px231|PROCEDURE|ICD9:14.72
px232|PROCEDURE|ICD9:14.73
px233|PROCEDURE|ICD9:14.74
px234|PROCEDURE|ICD9:14.75
px235|PROCEDURE|ICD9:14.79
px236|PROCEDURE|ICD9:14.9
px237|PROCEDURE|ICD9:15.01
px238|PROCEDURE|ICD9:15.7
px239|PROCEDURE|ICD9:16.01
px240|PROCEDURE|ICD9:16.02
px241|PROCEDURE|ICD9:16.09
px242|PROCEDURE|ICD9:16.22
px243|PROCEDURE|ICD9:16.23
px244|PROCEDURE|ICD9:16.31
px245|PROCEDURE|ICD9:16.39
px246|PROCEDURE|ICD9:16.41
