VAR_IDX,VAR_POS,TABLE_NAME,FIELD_NAME,VALUESET_ITEM,VALUESET_ITEM_DESCRIPTOR
lab236,3,LAB_RESULT_CM,LOINC,'22671-2',Phytanate SerPl-sCnc (22671-2) 
lab237,3,LAB_RESULT_CM,LOINC,'22672-0',Cystine SerPl-sCnc (22672-0) 
lab238,3,LAB_RESULT_CM,LOINC,'2276-4',Ferritin SerPl-mCnc (2276-4) 
lab239,3,LAB_RESULT_CM,LOINC,'22761-1',Pristanate SerPl-sCnc (22761-1) 
lab240,3,LAB_RESULT_CM,LOINC,'2324-2',GGT SerPl-cCnc (2324-2) 
lab241,3,LAB_RESULT_CM,LOINC,'2333-3',Gastrin SerPl-mCnc (2333-3) 
lab242,3,LAB_RESULT_CM,LOINC,'2338-2',Glucagon SerPl-mCnc (2338-2) 
lab243,3,LAB_RESULT_CM,LOINC,'2339-0',Glucose Bld-mCnc (2339-0) 
lab244,3,LAB_RESULT_CM,LOINC,'2340-8',Glucose Bld Strip.auto-mCnc (2340-8) 
lab245,3,LAB_RESULT_CM,LOINC,'2342-4',Glucose CSF-mCnc (2342-4) 
lab246,3,LAB_RESULT_CM,LOINC,'2344-0',Glucose Fld-mCnc (2344-0) 
lab247,3,LAB_RESULT_CM,LOINC,'2345-7',Glucose SerPl-mCnc (2345-7) 
lab248,3,LAB_RESULT_CM,LOINC,'2348-1',Glucose Snv-mCnc (2348-1) 
lab249,3,LAB_RESULT_CM,LOINC,'2350-7',Glucose Ur-mCnc (2350-7) 
lab250,3,LAB_RESULT_CM,LOINC,'2351-5',Glucose 24h Ur-mRate (2351-5) 
lab251,3,LAB_RESULT_CM,LOINC,'23656-2',Ammonia XXX-mCnc (23656-2) 
lab252,3,LAB_RESULT_CM,LOINC,'23883-2',Inhibin A SerPl-mCnc (23883-2) 
lab253,3,LAB_RESULT_CM,LOINC,'23905-3',Mycophenolate SerPl-mCnc (23905-3) 
lab254,3,LAB_RESULT_CM,LOINC,'23906-1',Mycophenolate-G SerPl-mCnc (23906-1) 
lab255,3,LAB_RESULT_CM,LOINC,'24119-0',CMV IgM Ser Ql EIA (24119-0) 
lab256,3,LAB_RESULT_CM,LOINC,'2436-4',HVA 24h Ur-mRate (2436-4) 
lab257,3,LAB_RESULT_CM,LOINC,'24447-5',Magnesium 24h Ur-mRate (24447-5) 
lab258,3,LAB_RESULT_CM,LOINC,'24461-6',FA SerPl-sCnc (24461-6) 
lab259,3,LAB_RESULT_CM,LOINC,'24467-3',CD3+CD4+ Cells # Bld (24467-3) 
lab260,3,LAB_RESULT_CM,LOINC,'24471-5',Closure Tme Coll+Epinep Bld (24471-5) 
lab261,3,LAB_RESULT_CM,LOINC,'24472-3',Closure Tme Coll+ADP Bld (24472-3) 
lab262,3,LAB_RESULT_CM,LOINC,'2458-8',IgA SerPl-mCnc (2458-8) 
lab263,3,LAB_RESULT_CM,LOINC,'2465-3',IgG SerPl-mCnc (2465-3) 
lab264,3,LAB_RESULT_CM,LOINC,'2466-1',IgG1 Ser-mCnc (2466-1) 
lab265,3,LAB_RESULT_CM,LOINC,'2467-9',IgG2 Ser-mCnc (2467-9) 
lab266,3,LAB_RESULT_CM,LOINC,'2468-7',IgG3 Ser-mCnc (2468-7) 
lab267,3,LAB_RESULT_CM,LOINC,'2469-5',IgG4 Ser-mCnc (2469-5) 
lab268,3,LAB_RESULT_CM,LOINC,'2472-9',IgM SerPl-mCnc (2472-9) 
lab269,3,LAB_RESULT_CM,LOINC,'2483-6',IGF BP3 SerPl-mCnc (2483-6) 
lab270,3,LAB_RESULT_CM,LOINC,'2484-4',IGF-I SerPl-mCnc (2484-4) 
lab271,3,LAB_RESULT_CM,LOINC,'2492-7',Iodine 24h Ur-mRate (2492-7) 
lab272,3,LAB_RESULT_CM,LOINC,'2494-3',Iodine SerPl-mCnc (2494-3) 
lab273,3,LAB_RESULT_CM,LOINC,'2498-4',Iron SerPl-mCnc (2498-4) 
lab274,3,LAB_RESULT_CM,LOINC,'2501-5',UIBC SerPl-mCnc (2501-5) 
lab275,3,LAB_RESULT_CM,LOINC,'2518-9',Lactate BldA-sCnc (2518-9) 
lab276,3,LAB_RESULT_CM,LOINC,'2520-5',Lactate CSF-sCnc (2520-5) 
lab277,3,LAB_RESULT_CM,LOINC,'2524-7',Lactate SerPl-sCnc (2524-7) 
lab278,3,LAB_RESULT_CM,LOINC,'25296-5',S pneum51 IgG Ser-mCnc (25296-5) 
lab279,3,LAB_RESULT_CM,LOINC,'25418-5',MuV IgG Ser EIA-aCnc (25418-5) 
lab280,3,LAB_RESULT_CM,LOINC,'25434-2',Hepta-CP 24h Ur-sRate (25434-2) 
lab281,3,LAB_RESULT_CM,LOINC,'25438-3',Hexa-CP 24h Ur-sRate (25438-3) 
lab282,3,LAB_RESULT_CM,LOINC,'25494-6',Penta-CP 24h Ur-sRate (25494-6) 
lab283,3,LAB_RESULT_CM,LOINC,'2571-8',Trigl SerPl-mCnc (2571-8) 
lab284,3,LAB_RESULT_CM,LOINC,'2609-6',MetanephS 24h Ur-mRate (2609-6) 
lab285,3,LAB_RESULT_CM,LOINC,'2614-6',MetHgb MFr Bld (2614-6) 
lab286,3,LAB_RESULT_CM,LOINC,'26446-5',Blasts/leuk NFr Bld (26446-5) 
lab287,3,LAB_RESULT_CM,LOINC,'26450-7',Eosinophil/leuk NFr Bld (26450-7) 
lab288,3,LAB_RESULT_CM,LOINC,'26451-5',Eosinophil/leuk NFr CSF (26451-5) 
lab289,3,LAB_RESULT_CM,LOINC,'26454-9',RBC # CSF (26454-9) 
lab290,3,LAB_RESULT_CM,LOINC,'26455-6',RBC # Fld (26455-6) 
lab291,3,LAB_RESULT_CM,LOINC,'26458-0',RBC # Snv (26458-0) 
lab292,3,LAB_RESULT_CM,LOINC,'26464-8',WBC # Bld (26464-8) 
lab293,3,LAB_RESULT_CM,LOINC,'26465-5',WBC # CSF (26465-5) 
lab294,3,LAB_RESULT_CM,LOINC,'26466-3',WBC # Fld (26466-3) 
lab295,3,LAB_RESULT_CM,LOINC,'26469-7',WBC # Snv (26469-7) 
lab296,3,LAB_RESULT_CM,LOINC,'26472-1',WBC Other/leuk NFr CSF (26472-1) 
lab297,3,LAB_RESULT_CM,LOINC,'26473-9',WBC Other/leuk NFr Fld (26473-9) 
lab298,3,LAB_RESULT_CM,LOINC,'26474-7',Lymphocytes # Bld (26474-7) 
lab299,3,LAB_RESULT_CM,LOINC,'26478-8',Lymphocytes/leuk NFr Bld (26478-8) 
lab300,3,LAB_RESULT_CM,LOINC,'26479-6',Lymphocytes/leuk NFr CSF (26479-6) 
lab301,3,LAB_RESULT_CM,LOINC,'26498-6',Myelocytes/leuk NFr Bld (26498-6) 
lab302,3,LAB_RESULT_CM,LOINC,'26506-6',Neuts Seg/leuk NFr CSF (26506-6) 
lab303,3,LAB_RESULT_CM,LOINC,'26508-2',Neuts Band/leuk NFr Bld (26508-2) 
lab304,3,LAB_RESULT_CM,LOINC,'26511-6',Neutrophils/leuk NFr Bld (26511-6) 
lab305,3,LAB_RESULT_CM,LOINC,'26524-9',Promyelocytes/leuk NFr Bld (26524-9) 
lab306,3,LAB_RESULT_CM,LOINC,'26582-7',Hcys/Creat Ur-sRto (26582-7) 
lab307,3,LAB_RESULT_CM,LOINC,'26604-9',B-Alanine SerPl-sCnc (26604-9) 
lab308,3,LAB_RESULT_CM,LOINC,'2666-6',Norepineph Plas-mCnc (2666-6) 
lab309,3,LAB_RESULT_CM,LOINC,'2668-2',Norepineph 24h Ur-mRate (2668-2) 
lab310,3,LAB_RESULT_CM,LOINC,'2671-6',Normetanephrine 24h Ur-mRate (2671-6) 
lab311,3,LAB_RESULT_CM,LOINC,'26842-5',Iodine 24h Ur-mCnc (26842-5) 
lab312,3,LAB_RESULT_CM,LOINC,'2692-2',Osmolality SerPl (2692-2) 
lab313,3,LAB_RESULT_CM,LOINC,'2693-0',Osmolality Stl (2693-0) 
lab314,3,LAB_RESULT_CM,LOINC,'2695-5',Osmolality Ur (2695-5) 
lab315,3,LAB_RESULT_CM,LOINC,'2697-1',Osteocalcin SerPl-mCnc (2697-1) 
lab316,3,LAB_RESULT_CM,LOINC,'2701-1',Oxalate 24h Ur-mRate (2701-1) 
lab317,3,LAB_RESULT_CM,LOINC,'2703-7',pO2 BldA (2703-7) 
lab318,3,LAB_RESULT_CM,LOINC,'2704-5',pO2 BldC (2704-5) 
lab319,3,LAB_RESULT_CM,LOINC,'2705-2',pO2 BldV (2705-2) 
lab320,3,LAB_RESULT_CM,LOINC,'27057-9',Serotonin Ser-mCnc (27057-9) 
lab321,3,LAB_RESULT_CM,LOINC,'27092-6',S pneum1 IgG Ser-mCnc (27092-6) 
lab322,3,LAB_RESULT_CM,LOINC,'27094-2',S pneum4 IgG Ser-mCnc (27094-2) 
lab323,3,LAB_RESULT_CM,LOINC,'27096-7',S pneum3 IgG Ser-mCnc (27096-7) 
lab324,3,LAB_RESULT_CM,LOINC,'27113-0',S pneum8 IgG Ser-mCnc (27113-0) 
lab325,3,LAB_RESULT_CM,LOINC,'27118-9',S pneum26 IgG Ser-mCnc (27118-9) 
lab326,3,LAB_RESULT_CM,LOINC,'2721-9',Panc Polypept SerPl-mCnc (2721-9) 
lab327,3,LAB_RESULT_CM,LOINC,'2722-7',Pantothenate SerPlBld-mCnc (2722-7) 
lab328,3,LAB_RESULT_CM,LOINC,'27222-9',Oxalate 24h Ur-mCnc (27222-9) 
lab329,3,LAB_RESULT_CM,LOINC,'2731-8',PTH-Intact SerPl-mCnc (2731-8) 
lab330,3,LAB_RESULT_CM,LOINC,'27374-8',S pneum12 IgG Ser-mCnc (27374-8) 
lab331,3,LAB_RESULT_CM,LOINC,'27387-0',S pneum14 IgG Ser-mCnc (27387-0) 
lab332,3,LAB_RESULT_CM,LOINC,'27389-6',S pneum23 IgG Ser-mCnc (27389-6) 
lab333,3,LAB_RESULT_CM,LOINC,'27390-4',S pneum19 IgG Ser-mCnc (27390-4) 
lab334,3,LAB_RESULT_CM,LOINC,'27392-0',S pneum9 IgG Ser-mCnc (27392-0) 
lab335,3,LAB_RESULT_CM,LOINC,'27395-3',S pneum56 IgG Ser-mCnc (27395-3) 
lab336,3,LAB_RESULT_CM,LOINC,'2742-5',ACE SerPl-cCnc (2742-5) 
lab337,3,LAB_RESULT_CM,LOINC,'2744-1',pH BldA (2744-1) 
lab338,3,LAB_RESULT_CM,LOINC,'2745-8',pH BldC (2745-8) 
lab339,3,LAB_RESULT_CM,LOINC,'2746-6',pH BldV (2746-6) 
lab340,3,LAB_RESULT_CM,LOINC,'2748-2',pH Fld (2748-2) 
lab341,3,LAB_RESULT_CM,LOINC,'2755-7',pH Stl (2755-7) 
lab342,3,LAB_RESULT_CM,LOINC,'2756-5',pH Ur (2756-5) 
lab343,3,LAB_RESULT_CM,LOINC,'2777-1',Phosphate SerPl-mCnc (2777-1) 
lab344,3,LAB_RESULT_CM,LOINC,'2778-9',Phosphate Ur-mCnc (2778-9) 
lab345,3,LAB_RESULT_CM,LOINC,'2779-7',Phosphate 24h Ur-mRate (2779-7) 
lab346,3,LAB_RESULT_CM,LOINC,'27811-9',AT III Act/Nor PPP Chro (27811-9) 
lab347,3,LAB_RESULT_CM,LOINC,'27819-2',Prot C Act/Nor PPP (27819-2) 
lab348,3,LAB_RESULT_CM,LOINC,'27821-8',Prot S Free Ag Act/Nor PPP Imm (27821-8) 
lab349,3,LAB_RESULT_CM,LOINC,'27822-6',Prot S Act/Nor PPP (27822-6) 
lab350,3,LAB_RESULT_CM,LOINC,'27923-2',Ubiquinone10 SerPl-mCnc (27923-2) 
lab351,3,LAB_RESULT_CM,LOINC,'2811-8',PBG Ur-sCnc (2811-8) 
lab352,3,LAB_RESULT_CM,LOINC,'2815-9',Porphyrins SerPl-mCnc (2815-9) 
lab353,3,LAB_RESULT_CM,LOINC,'2821-7',Potassium Fld-sCnc (2821-7) 
lab354,3,LAB_RESULT_CM,LOINC,'2823-3',Potassium SerPl-sCnc (2823-3) 
lab355,3,LAB_RESULT_CM,LOINC,'2828-2',Potassium Ur-sCnc (2828-2) 
lab356,3,LAB_RESULT_CM,LOINC,'2829-0',Potassium 24h Ur-sRate (2829-0) 
lab357,3,LAB_RESULT_CM,LOINC,'2839-9',Progest SerPl-mCnc (2839-9) 
lab358,3,LAB_RESULT_CM,LOINC,'2842-3',Prolactin SerPl-mCnc (2842-3) 
lab359,3,LAB_RESULT_CM,LOINC,'28541-1',Metamyelocytes/leuk NFr Bld (28541-1) 
lab360,3,LAB_RESULT_CM,LOINC,'2857-1',PSA SerPl-mCnc (2857-1) 
lab361,3,LAB_RESULT_CM,LOINC,'2861-3',Albumin CSF Elph-mCnc (2861-3) 
lab362,3,LAB_RESULT_CM,LOINC,'2862-1',Albumin SerPl Elph-mCnc (2862-1) 
lab363,3,LAB_RESULT_CM,LOINC,'2873-8',Gamma glob CSF Elph-mCnc (2873-8) 
lab364,3,LAB_RESULT_CM,LOINC,'2880-3',Prot CSF-mCnc (2880-3) 
lab365,3,LAB_RESULT_CM,LOINC,'2881-1',Prot Fld-mCnc (2881-1) 
lab366,3,LAB_RESULT_CM,LOINC,'2885-2',Prot SerPl-mCnc (2885-2) 
lab367,3,LAB_RESULT_CM,LOINC,'2886-0',Prot Snv-mCnc (2886-0) 
lab368,3,LAB_RESULT_CM,LOINC,'2888-6',Prot Ur-mCnc (2888-6) 
lab369,3,LAB_RESULT_CM,LOINC,'2889-4',Prot 24h Ur-mRate (2889-4) 
lab370,3,LAB_RESULT_CM,LOINC,'2892-8',FEP Bld-mCnc (2892-8) 
lab371,3,LAB_RESULT_CM,LOINC,'2905-8',Pyruvate Bld-mCnc (2905-8) 
lab372,3,LAB_RESULT_CM,LOINC,'2915-7',Renin Plas-cCnc (2915-7) 
lab373,3,LAB_RESULT_CM,LOINC,'29154-2',B-HCG Fld-aCnc (29154-2) 
lab374,3,LAB_RESULT_CM,LOINC,'2924-9',Vit B2 SerPl-mCnc (2924-9) 
lab375,3,LAB_RESULT_CM,LOINC,'29247-4',Sirolimus Bld-mCnc (29247-4) 
lab376,3,LAB_RESULT_CM,LOINC,'2947-0',Sodium Bld-sCnc (2947-0) 
lab377,3,LAB_RESULT_CM,LOINC,'2950-4',Sodium Fld-sCnc (2950-4) 
lab378,3,LAB_RESULT_CM,LOINC,'2951-2',Sodium SerPl-sCnc (2951-2) 
lab379,3,LAB_RESULT_CM,LOINC,'2955-3',Sodium Ur-sCnc (2955-3) 
lab380,3,LAB_RESULT_CM,LOINC,'2956-1',Sodium 24h Ur-sRate (2956-1) 
lab381,3,LAB_RESULT_CM,LOINC,'29620-2',Zonisamide SerPl-mCnc (29620-2) 
lab382,3,LAB_RESULT_CM,LOINC,'2963-7',GH SerPl-mCnc (2963-7) 
lab383,3,LAB_RESULT_CM,LOINC,'2964-5',Sp Gr Fld (2964-5) 
lab384,3,LAB_RESULT_CM,LOINC,'2986-8',Testost SerPl-mCnc (2986-8) 
lab385,3,LAB_RESULT_CM,LOINC,'2991-8',Testost Free SerPl-mCnc (2991-8) 
lab386,3,LAB_RESULT_CM,LOINC,'29953-7',ANA Titr Ser (29953-7) 
lab387,3,LAB_RESULT_CM,LOINC,'30003-8',Microalbumin 24h Ur-mCnc (30003-8) 
lab388,3,LAB_RESULT_CM,LOINC,'30078-0',Specimen wt Stl Qn (30078-0) 
lab389,3,LAB_RESULT_CM,LOINC,'3013-0',Thyroglob SerPl-mCnc (3013-0) 
lab390,3,LAB_RESULT_CM,LOINC,'30153-1',S pneum68 IgG Ser-mCnc (30153-1) 
lab391,3,LAB_RESULT_CM,LOINC,'3016-3',TSH SerPl-aCnc (3016-3) 
lab392,3,LAB_RESULT_CM,LOINC,'30180-4',Basophils/leuk NFr Bld (30180-4) 
lab393,3,LAB_RESULT_CM,LOINC,'30185-3',Epid Allerg Mix1 IgE Qn (30185-3) 
lab394,3,LAB_RESULT_CM,LOINC,'30190-3',3OH-Tdecenoylcarn SerPl-sCnc (30190-3) 
lab395,3,LAB_RESULT_CM,LOINC,'30191-1',Acetylcarn SerPl-sCnc (30191-1) 
lab396,3,LAB_RESULT_CM,LOINC,'30192-9',AChR Mod Ab/AChR Total SFr Ser (30192-9) 
lab397,3,LAB_RESULT_CM,LOINC,'30193-7',Acylcarnitine/C0 SerPl-sRto (30193-7) 
lab398,3,LAB_RESULT_CM,LOINC,'30194-5',VLCFA C22:0 SerPl-sCnc (30194-5) 
lab399,3,LAB_RESULT_CM,LOINC,'30195-2',VLCFA C24:0 SerPl-sCnc (30195-2) 
lab400,3,LAB_RESULT_CM,LOINC,'30196-0',VLCFA C24:0/C22:0 SerPl-sRto (30196-0) 
lab401,3,LAB_RESULT_CM,LOINC,'30197-8',VLCFA C26:0 SerPl-sCnc (30197-8) 
lab402,3,LAB_RESULT_CM,LOINC,'30198-6',VLCFA C26:0/C22:0 SerPl-sRto (30198-6) 
lab403,3,LAB_RESULT_CM,LOINC,'3021-3',T4BG SerPl-mCnc (3021-3) 
lab404,3,LAB_RESULT_CM,LOINC,'30226-5',FSP PPP-mCnc (30226-5) 
lab405,3,LAB_RESULT_CM,LOINC,'30233-1',3OH-Dodecanoylcarn SerPl-sCnc (30233-1) 
lab406,3,LAB_RESULT_CM,LOINC,'30234-9',3OH-Palmitoylcarn SerPl-sCnc (30234-9) 
lab407,3,LAB_RESULT_CM,LOINC,'30235-6',3OH-Palmitoleylcarn SerPl-sCnc (30235-6) 
lab408,3,LAB_RESULT_CM,LOINC,'30236-4',3OH-Hexanoylcarn SerPl-sCnc (30236-4) 
lab409,3,LAB_RESULT_CM,LOINC,'30237-2',3OH-Linoleoylcarn SerPl-sCnc (30237-2) 
lab410,3,LAB_RESULT_CM,LOINC,'30238-0',3OH-Tdecanoylcarn SerPl-sCnc (30238-0) 
lab411,3,LAB_RESULT_CM,LOINC,'3024-7',T4 Free SerPl-mCnc (3024-7) 
lab412,3,LAB_RESULT_CM,LOINC,'30248-9',sTfR SerPl-mCnc (30248-9) 
lab413,3,LAB_RESULT_CM,LOINC,'3026-2',T4 SerPl-mCnc (3026-2) 
lab414,3,LAB_RESULT_CM,LOINC,'30312-3',3OH-Oleoylcarn SerPl-sCnc (30312-3) 
lab415,3,LAB_RESULT_CM,LOINC,'30313-1',Hgb BldA-mCnc (30313-1) 
lab416,3,LAB_RESULT_CM,LOINC,'30314-9',A Ab Titr SerPl (30314-9) 
lab417,3,LAB_RESULT_CM,LOINC,'30318-0',Base deficit Bld-sCnc (30318-0) 
lab418,3,LAB_RESULT_CM,LOINC,'30327-1',Decanoylcarn SerPl-sCnc (30327-1) 
lab419,3,LAB_RESULT_CM,LOINC,'30328-9',Decenoylcarn SerPl-sCnc (30328-9) 
lab420,3,LAB_RESULT_CM,LOINC,'30331-3',Dodecanoylcarn SerPl-sCnc (30331-3) 
lab421,3,LAB_RESULT_CM,LOINC,'30339-6',EBV VCA IgG Ser Ql (30339-6) 
lab422,3,LAB_RESULT_CM,LOINC,'3034-6',Transferrin SerPl-mCnc (3034-6) 
lab423,3,LAB_RESULT_CM,LOINC,'30340-4',EBV VCA IgM Ser Ql (30340-4) 
lab424,3,LAB_RESULT_CM,LOINC,'30341-2',ESR Bld Qn (30341-2) 
lab425,3,LAB_RESULT_CM,LOINC,'30347-9',GAD65 Ab Ser-sCnc (30347-9) 
lab426,3,LAB_RESULT_CM,LOINC,'30349-5',Glutarylcarn SerPl-sCnc (30349-5) 
lab427,3,LAB_RESULT_CM,LOINC,'30356-0',Palmitoylcarn SerPl-sCnc (30356-0) 
lab428,3,LAB_RESULT_CM,LOINC,'30357-8',Palmitoleylcarn SerPl-sCnc (30357-8) 
lab429,3,LAB_RESULT_CM,LOINC,'30358-6',Hexanoylcarn SerPl-sCnc (30358-6) 
lab430,3,LAB_RESULT_CM,LOINC,'3040-3',Lipase SerPl-cCnc (3040-3) 
lab431,3,LAB_RESULT_CM,LOINC,'30410-5',WBC Other/leuk NFr Snv (30410-5) 
lab432,3,LAB_RESULT_CM,LOINC,'30424-6',Macrocytes Bld Ql (30424-6) 
lab433,3,LAB_RESULT_CM,LOINC,'30436-0',Monos+Macros/leuk NFr CSF (30436-0) 
lab434,3,LAB_RESULT_CM,LOINC,'30437-8',Monos+Macros/leuk NFr Fld (30437-8) 
lab435,3,LAB_RESULT_CM,LOINC,'30453-5',Neuts Seg/leuk NFr Fld (30453-5) 
lab436,3,LAB_RESULT_CM,LOINC,'30471-7',Levetiracetam SerPl-mCnc (30471-7) 
lab437,3,LAB_RESULT_CM,LOINC,'3051-0',T3Free SerPl-mCnc (3051-0) 
lab438,3,LAB_RESULT_CM,LOINC,'30522-7',CRP SerPl HS-mCnc (30522-7) 
lab439,3,LAB_RESULT_CM,LOINC,'3053-6',T3 SerPl-mCnc (3053-6) 
lab440,3,LAB_RESULT_CM,LOINC,'30531-8',Isovaleryl+MeButyrylcarn SerPl-sCnc (30531-8) 
lab441,3,LAB_RESULT_CM,LOINC,'30534-2',Linoleoylcarn SerPl-sCnc (30534-2) 
lab442,3,LAB_RESULT_CM,LOINC,'30539-1',p-ANCA Ser Ql (30539-1) 
lab443,3,LAB_RESULT_CM,LOINC,'30540-9',Octanoylcarn SerPl-sCnc (30540-9) 
lab444,3,LAB_RESULT_CM,LOINC,'30541-7',Octenoylcarn SerPl-sCnc (30541-7) 
lab445,3,LAB_RESULT_CM,LOINC,'30550-8',Pristanate/Phytanate SerPl-sRto (30550-8) 
lab446,3,LAB_RESULT_CM,LOINC,'30551-6',Propionylcarn SerPl-sCnc (30551-6) 
lab447,3,LAB_RESULT_CM,LOINC,'30552-4',Pyridoxal Phos SerPl-mCnc (30552-4) 
lab448,3,LAB_RESULT_CM,LOINC,'30560-7',Stearoylcarn SerPl-sCnc (30560-7) 
lab449,3,LAB_RESULT_CM,LOINC,'30564-9',Tdecadienoylcarn SerPl-sCnc (30564-9) 
lab450,3,LAB_RESULT_CM,LOINC,'30565-6',Tdecanoylcarn SerPl-sCnc (30565-6) 
lab451,3,LAB_RESULT_CM,LOINC,'30566-4',Tdecenoylcarn SerPl-sCnc (30566-4) 
lab452,3,LAB_RESULT_CM,LOINC,'30567-2',TSI Ser-aCnc (30567-2) 
lab453,3,LAB_RESULT_CM,LOINC,'3084-1',Urate SerPl-mCnc (3084-1) 
lab454,3,LAB_RESULT_CM,LOINC,'3086-6',Urate Ur-mCnc (3086-6) 
lab455,3,LAB_RESULT_CM,LOINC,'3087-4',Urate 24h Ur-mRate (3087-4) 
lab456,3,LAB_RESULT_CM,LOINC,'3093-2',Urea nit Fld-mCnc (3093-2) 
lab457,3,LAB_RESULT_CM,LOINC,'3094-0',BUN SerPl-mCnc (3094-0) 
lab458,3,LAB_RESULT_CM,LOINC,'3095-7',UUN Ur-mCnc (3095-7) 
lab459,3,LAB_RESULT_CM,LOINC,'3096-5',UUN 24h Ur-mRate (3096-5) 
lab460,3,LAB_RESULT_CM,LOINC,'31017-7',tTG IgA Ser-aCnc (31017-7) 
lab461,3,LAB_RESULT_CM,LOINC,'31019-3',10OH-Carbazepine SerPl-mCnc (31019-3) 
lab462,3,LAB_RESULT_CM,LOINC,'31102-7',Prot S Act/Nor PPP Chro (31102-7) 
lab463,3,LAB_RESULT_CM,LOINC,'31111-8',Reticulocyte production index (31111-8) 
lab464,3,LAB_RESULT_CM,LOINC,'31147-2',RPR Ser-Titr (31147-2) 
lab465,3,LAB_RESULT_CM,LOINC,'31183-7',S pneum5 IgG Ser-mCnc (31183-7) 
lab466,3,LAB_RESULT_CM,LOINC,'3122-9',VMA 24h Ur-mRate (3122-9) 
lab467,3,LAB_RESULT_CM,LOINC,'3124-5',VMA/Creat Ur (3124-5) 
lab468,3,LAB_RESULT_CM,LOINC,'3125-2',VIP SerPl-mCnc (3125-2) 
lab469,3,LAB_RESULT_CM,LOINC,'3126-0',Vasopressin Plas-mCnc (3126-0) 
lab470,3,LAB_RESULT_CM,LOINC,'3128-6',Visc Ser (3128-6) 
lab471,3,LAB_RESULT_CM,LOINC,'31290-0',Centromere IgG Ser-aCnc (31290-0) 
lab472,3,LAB_RESULT_CM,LOINC,'31348-6',dsDNA Ab Ser Ql (31348-6) 
lab473,3,LAB_RESULT_CM,LOINC,'31406-2',GBM IgG Ser-aCnc (31406-2) 
lab474,3,LAB_RESULT_CM,LOINC,'31556-4',PCA IgG Ser Ql (31556-4) 
lab475,3,LAB_RESULT_CM,LOINC,'31627-3',ENA SM Ab Ser Ql (31627-3) 
lab476,3,LAB_RESULT_CM,LOINC,'31628-1',ENA SM+RNP Ab Ser Ql (31628-1) 
lab477,3,LAB_RESULT_CM,LOINC,'31788-3',Cryptoc Ag CSF Ql (31788-3) 
lab478,3,LAB_RESULT_CM,LOINC,'3184-9',ACT Bld (3184-9) 
lab479,3,LAB_RESULT_CM,LOINC,'3187-2',Fact IX Act/Nor PPP (3187-2) 
lab480,3,LAB_RESULT_CM,LOINC,'3193-0',Fact V Act/Nor PPP (3193-0) 
lab481,3,LAB_RESULT_CM,LOINC,'3198-9',Fact VII Act/Nor PPP (3198-9) 
lab482,3,LAB_RESULT_CM,LOINC,'3204-5',Fact VIII Inhib PPP-aCnc (3204-5) 
lab483,3,LAB_RESULT_CM,LOINC,'3209-4',Fact VIII Act/Nor PPP (3209-4) 
lab484,3,LAB_RESULT_CM,LOINC,'32140-6',Hgb F Bld Ql Kleih Betke (32140-6) 
lab485,3,LAB_RESULT_CM,LOINC,'3218-5',Fact X Act/Nor PPP (3218-5) 
lab486,3,LAB_RESULT_CM,LOINC,'32220-6',LKM-1 Ab Ser-aCnc (32220-6) 
lab487,3,LAB_RESULT_CM,LOINC,'3226-8',Fact XI Act/Nor PPP (3226-8) 
lab488,3,LAB_RESULT_CM,LOINC,'32305-5',Calcium XXX-sCnc (32305-5) 
lab489,3,LAB_RESULT_CM,LOINC,'3232-6',Fact XII Act/Nor PPP (3232-6) 
lab490,3,LAB_RESULT_CM,LOINC,'32324-6',LDH XXX-cCnc (32324-6) 
lab491,3,LAB_RESULT_CM,LOINC,'32354-3',Hct VFr BldA (32354-3) 
lab492,3,LAB_RESULT_CM,LOINC,'3238-3',Fact XIII Ag PPP Imm-aCnc (3238-3) 
lab493,3,LAB_RESULT_CM,LOINC,'32546-4',G6PD RBC-cCnt (32546-4) 
lab494,3,LAB_RESULT_CM,LOINC,'3255-7',Fibrinogen PPP-mCnc (3255-7) 
lab495,3,LAB_RESULT_CM,LOINC,'32552-2',PK RBC-cCnt (32552-2) 
lab496,3,LAB_RESULT_CM,LOINC,'32593-6',Eosinophil/leuk NFr XXX (32593-6) 
lab497,3,LAB_RESULT_CM,LOINC,'32623-1',PMV Bld Auto (32623-1) 
lab498,3,LAB_RESULT_CM,LOINC,'32674-4',Cryptoc Ag Titr CSF (32674-4) 
lab499,3,LAB_RESULT_CM,LOINC,'32684-3',LMWH PPP-aCnc (32684-3) 
lab500,3,LAB_RESULT_CM,LOINC,'3298-7',APAP SerPl-mCnc (3298-7) 
lab501,3,LAB_RESULT_CM,LOINC,'32996-1',Her2 Ser-mCnc (32996-1) 
lab502,3,LAB_RESULT_CM,LOINC,'32997-9',Cyclosporin 2h p Bld-mCnc (32997-9) 
lab503,3,LAB_RESULT_CM,LOINC,'32998-7',tTG IgG Ser-aCnc (32998-7) 
lab504,3,LAB_RESULT_CM,LOINC,'33007-6',ZPP Bld-mCnc (33007-6) 
lab505,3,LAB_RESULT_CM,LOINC,'33036-5',VLCFA C26:1 SerPl-sCnc (33036-5) 
lab506,3,LAB_RESULT_CM,LOINC,'33037-3',Anion Gap SerPl-sCnc (33037-3) 
lab507,3,LAB_RESULT_CM,LOINC,'33234-6',CaOx Cry Ur Ql Comp Assist (33234-6) 
